@user blow hard	NOT
@user @user @user that means you are a max lvl. twitter user and maybe should try a new game	NOT
"@user @user please explain what controlled opposition"" means.  as for bernier escaping, he split with the rest of the conservatives because he's even more racist and exclusionary than they want to be."""	NOT
@user @user @user @user @user socialists politics that stand up for the downtrodden. and well done for conflating criticism of israel with anti semitism. you are also part of the problem.	NOT
3. nina  one of the reasons i didn't read this book for so long was because i was so worried about her character. i should've trusted everyone. nina is a goddamn goddess i would die for a thousand times over. she is big and bold and lovely and perfect. her arc. is. perfect.	NOT
.@user @user @user @user @user  please vote no on kavanaugh. he is not fit for scotus and allegations about women and shady financials should disqualify him.    #ruleoflaw matters. #metoo #countryoverparty #withdrawkavanaugh  #stopkavanaugh	NOT
"@user @user ppl who say i'm not racist"" are racist. you are a racist. repeat after me"""	NOT
@user kathy the patriot statue_of_liberty   you have to love our great president trump!!!  a spine of u.s. steel!! changing it! on trade &amp; everything for americans!! #americafirst #usa #maga #leadership &amp; #respect #economy #jobs #peacethrustrength #god #bless #trump &amp; #theusa      grinning_face   statue_of_liberty  statue_of_liberty  statue_of_liberty   grinning_face 	NOT
@user wow you liberals really don’t have a sense of humor. face_with_rolling_eyes 	NOT
@user i'm so fucking ready	NOT
@user holy moly!! if the catholic people haven't been awakened by this ..... #falseprophet  #lunatic	NOT
@user lol yeah per dina he is there everyday per claudia no horse got vet care unless it was for donation example limping etc	NOT
@user @user @user what a surprise.... same as antifa. blm and so on and so on. soros is americas worst enemy in history. he believes the only way to take down the usa is from withing. and hes right. but it's not gunna happen.	NOT
@user me too! her wedding was the best! she is very pretty!	NOT
@user @user no conflict here—don’t look at this.  #soros involved in violent left agenda of antifa also.	NOT
@user @user @user url any of your announcements every come to fruition or is it basically stealing labour's ideas to get a few more votes	NOT
4 out of 10 british people are basically full-on racists. 4 out of 10 voters vote for the conservatives. coincidence!???!???	OFF
#guncontrol advocates must stop falling all over themselves to assure electorate that they too love the horrific 2a url	NOT
@user @user hi there! we love what a huge fan of camila mendes you are! would it be alright if we used your tweet about her in our promotional material?	NOT
@user fuck off	OFF
@user certainly a weird view toward the margaret sanger geonicidal philosophy of aborting minorities.  i’d like to know if the black population that suffers the most shares her opinion	NOT
"@user @user the prison system is so fucked.  why are they still getting away with what is potentially murder with intent if the prisoners die in the hurricane? they did this in louisiana and like 500 inmates went missing"""""	OFF
@user @user she is useless.  attempts to do the right thing but never follows through.	OFF
#walkaway liberals......your party is poison. url	NOT
@user grateful trump doesn’t have a dog in the white house. he is a cruel man.	OFF
@user you are lying. stick with the facts. we pay more than that now.	NOT
@user trump kicks dem butt - its so fun.	OFF
@user @user @user he is dumb and dumber all in one president.  it's a two for one.	OFF
#toxictory minister @user attempted to expense £50 charity donation! it's what  @user do!! @user #toriesmustgo #dissolvetheunion  url	NOT
@user ur so straight forword man ok_hand  i saw u in dance dewwane and ur just talk free ky ap kitnay porrany ho industry mein and i really like ur this quality that u even gather with ur senior green_heart  artist love for #manmarziyaan  cowboy_hat_face  thumbs_up 	NOT
@user and this from the clown that should be in prison?	OFF
@user @user @user @user did twitter silence alex jones in retaliation of him asking twitter jack questions  @user @user @user @user url	NOT
@user thats because you are an old man.	OFF
@user @user @user they are obstructionists. anti-american. pharisees. ask them what they are running on and you get nothing. maga!	OFF
"@user @user no you're not..you're here 2 represent the alinskyite orwellian leftist tool&amp;fool view on things..like 99.9% of the marxists&amp;antifa similar 2u..psst! and b4u use the words fascist or fascism again go ahead &amp; read d'souza's book the big lie""..right now u know squat about either.."""	NOT
"@user i do remember. :( but somehow centrist"" antifa-haters can never quite seem to bring themselves to condemn such things."""	NOT
@user i mean it worked for gun control right? url	OFF
@user i think the last thing on the wh or trump's mind is april ryan. she needs to stop flattering herself. she's not as important as she thinks she is.	NOT
@user principled conservatives are #hypocrickets	NOT
@user @user @user @user @user @user @user @user @user @user @user @user @user don't forget @user &amp; democrat backed #antifa	NOT
@user she is a beautiful person to teach values to her kids. teaching them they are royalty but keep to keep it from going to their heads. stay real  red_heart 	NOT
@user bring out his antifa criminal son to campaign for him	NOT
@user @user i didn’t watch and will not watch @user watching the september 11th stories and how we came together and stood shoulder to shoulder made me proud even with all of our issues yet the people playing a damn game cannot stand for this moment—protest on a saturday.	NOT
a tear is made of 1% water and 99% feelings.	NOT
"@user @user trump addresses gun control representing the nra.  i will not let you down"" he says. url"	NOT
@user she is drinking so much koolaid she’s bloated.	OFF
@user holder needs to be prosecuted	NOT
@user but... but... both players were women. and both were women of color!	NOT
@user @user @user @user the institution only let her tweet when she behaves. she is a window licker!!!!	OFF
*babysitting 3 kids*  people:”how old do you think she is?” “she has three kids”  me:*dont get mad. don’t get mad. they don’t know. they don’t know*	NOT
@user well...? url	NOT
wtc this is a threat!!! ..@user #maga #qanon #wakeupamerica url	OFF
"@user it's easily digestible content.   there's no need for nuance or to even understand the story.  they can show a picture of an antifa"" and get the base level emotional response their content requires in order to be profitable."""	NOT
@user @user try looking for plain old democrats.  the liberals are the ones which you can’t have a conversation with.	NOT
@user great news! old moonbeam just went into a coma!  face_with_tears_of_joy 	NOT
@user omg he is so extra ily	NOT
@user @user @user please call trump out for what he is...a narcissistic sociopath!	OFF
@user @user unfortunately in america a system like that would be called racist. liberals believe exams are racist against minority groups.	NOT
@user i know! she is still alive....but wondering if her career was railroaded? odd! loved her...especially that day!	NOT
@user @user guy you are always present...bet why? lol	NOT
@user @user what a baby! url	NOT
@user you are very persuasive fam	NOT
@user that's nothing new she was going to vote no anyway.....we will vote no to liberals in november.... url	NOT
@user burt. a cool dude.	NOT
#maga! if you are all in for #trump follow me and i will follow back.	NOT
@user thank u!! i’m finally at the point where i’m okay with using heat on it again i’m so happy	NOT
@user kind of like what trump does all the time huh?	NOT
@user because a former antifa in the white house and they do not arrest her and a citizen if they arrest someone explain to me.	NOT
@user fuck em	OFF
@user good move....he is the big loser	OFF
@user let's get to the bottom of this! dm me your zipcode and i'll check it out.  we have your back and we will make sure you are enjoying the best that tv has to offer asap! *nevinbruce	NOT
@user @user @user @user for the record i know doug jones personally and he is only a sen. bc we had no other credible choice. he won’t be at the next election.	NOT
@user the president’s feelings are totally opposite of cnn’s feelings. so what does that say about cnn? they’re all liberals.	NOT
"@user it's literally a narrative that is on par with nazis punch, antifa punch, they are two sides of the same coin."" noooooooo one of these groups wants to exterminate or deport all poc and jews, the other just wants to prevent them from doing that, and this comparison benefits fash"""	OFF
@user @user there are many dumb arguments for gun control but this may be the dumbest and most common.	OFF
@user she is idk what's going on	NOT
@user @user yall need to chill he is having a really abysmal 2nd half. rizzo had an abysmal 1st half. its baseball it happens. does he have things he still needs to work on yes. has the power numbers dropped yes..... but he could bounce back at anytime. url	NOT
@user dude you are old!!! lmao. ps: go pack go!!!	NOT
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user that's why trump supporters can't even wear a hat without being abused. if they meet the animals on the left attack them. antifa is a branch of the communist-socialist-nazis democrat party.	NOT
@user the laughs i’ve gotten from you are enough.  relieved_face 	NOT
@user @user @user well?	NOT
@user @user @user first of all— they don’t even have pizza at panera	NOT
@user @user @user please don't kill me. antifa on the other hand...	OFF
@user did you see shanahan say spoon was not 100% healthy this game? obviously no excuses if you’re out there but maybe it’s not the “all is doom” sort of thing it seemed during the game. maybe he is still pretty good.	NOT
@user good girl @user	NOT
@user @user she is an ugly black hearted troll url	OFF
@user @user @user you are clearly not a pokemon master! i have almost 400 in rare candy alone. over 150 legacy moveset pokemon. it just all depends on what you like to keep as collection pieces and what you value in the game.	NOT
@user dont believe the hype.	OFF
@user @user @user @user @user @user @user @user @user @user @user @user @user followed all new - maga.  please follow back.	NOT
#protests reported in #sunderland  except these are #football fan and one #flag says #westbrom on it?!  getting worse now even as i type?!  #maga #mega #mbga #mcga #conservatives #patriots #muslims #farleft #leftists (doomed to lose but do not realises it) #civilwar soon? url	NOT
"@user liberals would still vote for him. they'll claim his comments were taken out of context and that he is still a man of integrity."""""	NOT
@user @user we have been saved from you! maga!	OFF
@user you are bringing up honor and decency? with that yoyo in the picture? that's rich.	NOT
@user good riddance.	NOT
@user she is a goddess	NOT
"@user omg xd the worst (or the best, in my case is the best cuase it made me laught) part was her asking is he dead? does that hurts? poor thing..."" and the rest standin there like ""....nope he is no suffering"" ""so he is dead!"" ""...yeah, pretty dead"""""	NOT
"@user you can probably imagine all the sjw snowflakes that don't feel safe"" working where there might be conservatives lurking in the shadows.  conservatives are now the ruskies of the 21st century."""	OFF
@user @user i see may in the same light as yourself. even the last election was about her and not the conservatives.  a split is coming to the tory partyvery soon!	NOT
@user this all i get  crying_face  damn these haters deleting you ig for no reason... url	OFF
@user do you think canadian liberals will actually blame trudeau if he costs them this? or as per standard push it off on us?	NOT
@user    you warned everyone about josh gordon the last 4 months on a daily basis.  i'm sure you are as shocked as i am of what transpired today.	NOT
@user @user @user why can't liberals read??????  read it again url	NOT
@user sjshsj thats my job bitch	OFF
@user do they discuss haiti?	NOT
@user @user @user what part of no collusion don't you get??? this is why you are a dumocrat	OFF
@user he is very skilled face_with_tears_of_joy  face_with_tears_of_joy 	NOT
@user you are amazing  yellow_heart  yellow_heart  yellow_heart 	NOT
@user fist pump was for the troops.	NOT
"@user if the reason for farakans illegal values are because he is black or muslim, that would be a reason to detest him. i believe his illegal values are simply a result of bad character, like his supporters!"""	OFF
@user let the leftist democrats riot in the streets with their antifa counterparts.	OFF
@user i thought canada had strict gun control.  help me understand what is happening.	NOT
@user they don’t want you following people because they don’t like conservatives! sickening  how biased twitter’s management is. #twitterleftbias	NOT
@user he is doing life tho expressionless_face 	NOT
@user it's so very important between now and the midterms to get the word out that all the #democrats want people of color to believe is they support them - which as you know is so false. how can the word spread even more to those who need to know? #maga #naacp	NOT
@user @user antifa is not giving death threats to professor ford or threatening violence if their candidate loses or spanky is impeached.	OFF
@user @user @user have you seen or listened to your antifa pals?	NOT
@user @user in case of antifa take a little bat or something. good for you- more of should do that kind of thing.	NOT
@user your titles scare me a little bit. ;-)	NOT
@user &gt;eradicating hiv and malaria in the middle of africa  good bloody luck	NOT
@user @user the only interaction of tory volunteers with fcp volunteers that i witnessed today was the one demanding that our float be moved to the back of the parade. #ableg #cdnpoli	NOT
@user and who seems to be getting things done.	NOT
i added a video to a @user playlist url combat mon frere vs ismael et maga assassin vs david le boxer (yfc 2)	NOT
@user so has the law changed...you just make an allegation now days and your guilty until proven innocent. liberals are mentally ill!	OFF
@user straight up different.  thank joe biden for that one.  i also wonder the outcome if her name had been antifa hill.	NOT
@user this game sucks donkey balls	OFF
@user yo for real you are gorgeous	NOT
@user absolutely should be a nail in the coffin.... for hilliary	OFF
@user @user i hope he gets on twitter so i can tell him how amazing he is.  red_heart  grinning_face_with_smiling_eyes 	NOT
@user who are “they” gun control has been tried and is a proven failure. this is why people don’t vote democrat. they refuse to admit reality. gun control doesn’t work.	NOT
@user so the overwhelming liberals in the populated states can make policy for the rest of america with whom they have no clue about.  just because california has the biggest population does not mean the u.s. shares in their values.  get a clue hillary.	NOT
@user @user doesn't he partly fund antifa?	NOT
@user he is a dumbass !!!!!	OFF
@user @user @user @user @user @user @user @user @user @user @user ...and #levistrauss wanting gun control how many of us wonder why the heck do they want our freedoms taken away ~ or is it just selective freedoms? url	OFF
@user at this point in time... i don't think pres. trump gives a sh*t... and neither do i! lol url	OFF
@user @user o.k. conservatives get to the polls. vote red.	NOT
@user donnie jr. you and your family owe the country an apology for taking your criminal activities into our white house you are lining your pockets while your father is unfit and making a mockery of our republic. shame on you and your family. justice will prevail	OFF
"a harvard/harris poll conducted this year found that 48 percent of black americans said they would like to see between only one and 250,000 legal immigrants brought to the u.s. a year."" url #maga #tcot"""	NOT
@user any doubt that @user have officially become the national socialist american workers party is gone. with ppl like those on @user and @user acting as der sturmer and #antifa as their einsatzgruppen/waffen ss detachment.	NOT
@user oh my carmen. he is so fricking cute	OFF
@user chelsea is as crazy as her mother	OFF
@user it's time the #conservatives #binnedboris and sent 'lyin lynton back to australia.	NOT
@user @user @user the 2015 manifesto promised me my vote back. so where is it? you think brexit would have gone through if all the brits in the eu27 had been allowed to vote? the referendum was gerrymandered.	NOT
"@user   the metoo movement must be an extension of antifa and is a  complete joke! if this movement wasn't selective, joe biden would be in court for fonding girls on camera""! url"	NOT
@user @user you are awesome! thank you. you give humanity hope!	NOT
@user goober	NOT
@user another uninformed	NOT
@user i forgot he is their foster child!	NOT
"@user and the brainless #dems wants us to believe that he doesn't have the majority. liberals is just like their leaders"" the corrupts #obama and #crookedhillary both are real bad losers #maga #trump"""	OFF
@user no fucking way he said this!	NOT
@user @user such supposedly smart people didn't think for one moment that in the audience there are people who voted trump and are scared shitless hearing the top brass speak that way.	NOT
@user i'm not surprised. it takes a sick woman to make this type of accusations. the kind you can only find on the far left. liberals are praying that the really weak members of the gop like collins and flake will pull back their support.	NOT
@user @user california gun control is direct result of white people scared of black panthers using their right to bear arms. nra had no problem with that gun control!	OFF
@user @user @user @user @user @user @user @user @user or where 25 oct 2005 brazil citizens overwhelming voted “no” on the government implementing strict gun control by a factor of 63.9%  and the brazilian government still violates that referendum everyday as brazilians are murdered w/zero effective method of self defense	NOT
"...if we claim to be without sin, we deceive ourselves and the truth is not in us. if we confess our sins, he is faithful and just and will forgive us our sins and purify us from all unrighteousness. (1 john 1:5-9)"""	NOT
@user @user and yet millions of permit holding people carried legally concealed firearms that same day and didn’t hurt themselves or anyone else.   but yet they want to have stronger gun control.   idiots!   face_with_raised_eyebrow   our wonderful media has to hype incidents that fits their agenda.	OFF
@user yes do hurt your selves gun control freaks.	OFF
@user @user @user @user @user you get more like this guy with every hysterical tweet url	NOT
@user he always shows dedication at what he does no wonder he is the best url	NOT
@user @user @user bullshit! regulations are good because it keeps conservatives from striping our land into the abyss	OFF
@user the owner of my culo	OFF
now she scarred herself for life lol #maga url	OFF
@user you fucking -	OFF
confirm the man! the left wing activist is a liar who's story changes! no hard evidence! #christineblaseyford innocent until proven guilty! #confirmkavanaugh  #maga  @user  #weakrinos #republicans	OFF
@user reagan also signed the first gun control bill as governor of ca	NOT
@user awe hogwash do we really need you to overstate the obvious?	NOT
30+ years as a judge...6 extensive backgrounds...not a peep...link to trump...boom... do conservatives only rape liberals??? url	NOT
i'm assuming i'm not going to get an answer': brainless  #liberal stooge ocasio-cortez  .@user on $40t policy plan url #wakeupamerica  this is not america's future vote republican  or surrender america to these #dem morons @user #maga	OFF
"(1) this man seriously needs mental health treatment and should have his firearms confiscated until he is no longer a danger to himself or others.  (2) i'm waiting for gun control advocates to add this to their list of school shootings.""  (3) who buys .22 caliber handguns? why? url"	NOT
@user @user leftists showing yet again how vile they can be	OFF
@user he is a drunk crazy man.	OFF
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user honored to be included with all these fine patriots ! thank you rena ! #maga  united_states  grinning_face  two_hearts  united_states  dean !  @user url	NOT
@user please shut up ontario is seeing what conservatives stand for @user is not helping you loose this province your never going anywhere.. not they you will any way your completely out of tune with canadian mr. harper oops i mean mr. scheer common mistake you so much alike.	NOT
@user you are not alone. i was sexually assaulted by a fellow law student in 1978. i never reported it because i didn't think i would be believed. however something happened that made me realize i wasn't his only victim. then i felt i'd made a colossal mistake.	NOT
@user but liberals do.	NOT
@user another terrorist attack not reported by msm	NOT
@user dont know who you are so imma just url	NOT
@user all that money hadn't made u smarter.	OFF
@user yes!! he is from gilmer!! it makes me laugh so much!	NOT
@user u both r my lifeline red_heart  folded_hands  face_with_tears_of_joy  @user	NOT
@user always thought h ford was a level headed guy! guess not! note to ford: climate change is summer-fall- winter-spring!! happens every year! get over it!	NOT
@user yeah we need some more made up bullshit protestors and antifa lol time for an epic beatdown winking_face 	OFF
@user @user unfortunately you're right. keep it real.  she is the assault weapon!	NOT
@user she is real rocky  fire  fire  fire  oh my god !!	NOT
@user thank you to everyone for making this possible you are amazing and so are the beautiful bears. i'm a member of olivers army and i appreciate everything you do to make lives better.	NOT
@user “yeah we got everything sorted that needed to be sorted” she is still only taking small sips of her wine unusual for emily but she guessed jj wouldn’t profile her	NOT
@user by the way why don’t you move to haiti ? you liberals seem to make shit holes out of large cities. so go somewhere where it’s already a shit hole so you don’t have to do any work !	OFF
@user yes she is	NOT
@user @user @user he tried this before and it went nowhere. he's 100% pro gun control. done.	NOT
@user @user @user @user @user he could have killed as many with a hunting rifle with the time and vantage he had. he had close to an hour before police entered his room. his actual shooting was over 10 min. making this about gun control is just going to get more people killed. we need to be smarter.	NOT
"@user @user aha yes, i see that. the individual sense of needing to belong to a winning team"" because of the constant conditioning of self-devaluation. i see a strong sense of this on the q side but on the left/hillary/antifa side as well regardless if they think they're winning or not."""	NOT
@user @user oh no i know why that i just don't know what she is talking about because i don't see a tweet she is repling too lol	NOT
@user and here we have another demonstration that gun free zones don’t work. brought to you by a liberal who more than likely supports stricter gun control.	NOT
shouldn't pussy grabbing @user be the one wearing the gloves while handling food? #maga url	OFF
@user you have no plan for the environment. even conservatives should be able to understand that you have to be able to live on the planet to make money there.	NOT
@user @user this is what happens when you tell white liberals that they don't get to congratulate themselves on how woke they are until they put their money where their mouth is. that simple fact of life breaks their brains.	NOT
"@user @user @user @user @user @user @user @user @user @user @user @user antifa doesn't beat facsists to try to get them to change their mind - they know it's a lost cause to try to change a fascist's mind. they do it to scare them into hiding, to demoralize them, and to stop the spread of their hateful ideology. there is no forcing views on others""."""	OFF
@user @user soros is at the root of everything and anything anti american. he has his money in hollywood all the way to islam and antifa to illegals . url	NOT
#firemorningjoe he is cut from the same cloth as all other conservatives. his misogyny and bigotry are always on display. he is responsible for trump. url	OFF
@user @user truly has got to be the most idiotic thing i've ever seen.	OFF
@user @user brigitte gabriel has experienced a life that most would have nightmares from. she is sounding the alarm for americans. buy her book pay attention to what she is warning america about	NOT
@user @user @user @user @user @user @user @user @user it does work. if you want to control a population.  australian gun control had no effect on homicides.	OFF
@user @user poor baby.	NOT
@user @user @user @user antifa = democrats = dixiecrats = kkk url url	NOT
@user @user liberals ruin everything!	OFF
"@user @user @user and don't forget his telling a primarily black liberal audience conservatives want to put them back in chains"""""	NOT
@user sad for both!!! to be exploited and also to have a reputation destroyed! now i’ve read she’s  part of antifa! ????!	NOT
@user that's what happens when you let a liberal get a hold of a gun.  that would be a good place to start gun control.  ban liberals from getting guns.	OFF
@user @user you look happy .maga	OFF
@user @user @user trump proposes racial profiling as a tactic 'to start thinking about' url	NOT
@user introducing my sweet sweet baby king! he is always sooo nice! and when i try to sit on the sofa he never attacks me! url	NOT
@user @user @user there all gone tho and inputed them from bottom to top with the first 20seconds of your tweet ! you good 1 tmart  thumbs_up_light_skin_tone 	NOT
"@user @user exactly. he is on record basically saying the president is above the law."" it should be noted that the #gop is fine with this. rudy has his own issues. url"	NOT
#kamalaharris the new dem emperor with no clothes taxpayers funded ‘unprecedented’ armed protection for gun control sen. kamala harris url via @user	NOT
@user yet she is fat herself.	OFF
@user @user there was plenty of evidence that he was guilty of what hill accused him of but since conf hearings aren't about guilty/innocence got on the bench. times are diff now. why as a journalist you don't call out white supremacy/alt-right but antifa and pick on @user	NOT
@user @user you don’t understand who he is and is capablities. despite the proof in the economy.  my hypothesis is that you have been lied to by liberals your entire life and are believing what you are told. the liberal media made bill clinton look good and could do the same with trump.	NOT
..oath must be subpoenaed to testify. there is a lifetime appointment at stake here. please do it right this time &amp; do not allow  orrin hatch who has already made up his mind she is lying be allowed to question her. his kind of questions could invite a lawsuit.	NOT
@user @user y’all are the best	NOT
@user @user @user what a joke! she is a gem alright!! she is a racist phony! right along with this racist phony. that thinks she will follow me from her second account. and block me. because i speak the truth. i could care less about follower's. like it's a big party. i care that they discriminate url	OFF
@user indeed he is.	NOT
@user @user @user because i'm a little concerned about the q followers because they slowly become more and more a sort of right wing sjw antifa thingie  (also excuse me for my horrible english it's not my native languase and didn't had much schooling in it so i'm sorry if it sucks.  grinning_face_with_sweat )	NOT
@user yep antifa are literally hitler.	NOT
@user wow you are so hot  smiling_face_with_heart-eyes  smiling_face_with_heart-eyes  smiling_face_with_heart-eyes  smiling_face_with_heart-eyes  kissing_face  kissing_face  kissing_face  kissing_face  kissing_face 	NOT
@user she is the most deserving woman to be happy !!	NOT
@user @user @user @user i've noticed a lot of conservatives are thoroughly disingenuous when engaging in twitter.	NOT
@user @user @user may be you have forgotten that at the moment we are eu citizens and so all rights afforded to us are the same as for other eu citizens. don’t believe all the shit that goes on in your head.	OFF
@user @user that's just modelling. plenty of women make shit tons of money just for looking good	NOT
just watching a horizon show  about scientists that discovered a dna mix between humans and neanderthals.would have thought trump getting elected would have been proof enough. #maga	NOT
@user @user i hope there is a way to watch it on tv.  ted spanking liberals is always enjoyable.	NOT
@user @user just looked up his work history he is listed on the board of leading age services aust (lasa) and comes from medicare local alliance...what ever the hell that is	OFF
@user he should look in a mirror!	NOT
@user i’m sure he is.  purple_heart 	NOT
@user @user send him this @user party #manifesto where they promised they will help families maybe that will remind him his duties. #hostileenvironment #priceonlove #skypefamilies @user @user @user url	NOT
"@user @user @user @user families being separated at the border. in fact, the picture of children in cages that liberals were using to show how evil"" trump is was actually taken while obama was president"""	NOT
@user @user but antifa is her people	NOT
@user @user we had a peoples vote on 23 june 2016. the people rejected the craven @user worship which you stand for - by a majority of over 1m. you’re contemptuously defying the will of the people &amp; @user 2017 ge manifesto &amp; supporting soros in undermining democracy instead	NOT
@user cause who bitches be playing with  loudly_crying_face  loudly_crying_face  loudly_crying_face  loudly_crying_face  god aint give me the gift for nothing	OFF
@user she is free as a bird to return to her muslim homeland	NOT
*mom speaks into her phone to compose a text for my brother* she is angry so she yells at the phone while telling it what to type like my brother will be able to tell she was even yelling  woman_facepalming_light_skin_tone 	NOT
@user @user melting snow flakes	NOT
@user who’s the victim? that remains to be seen. liberals have turned kavanaughs hearings into a circus from the first minute it started.	NOT
@user coming from the man that threatened to try and kick turmps ass now don't that take a set of ball's	OFF
@user @user you're shocked to hear that liberals want to centralize power at the federal level?	NOT
@user @user he is best of the best! smiling_face_with_heart-eyes  smiling_face_with_heart-eyes 	NOT
#whatilearnedtoday liberals can’t win without lying	NOT
@user fast and furious holder lol	NOT
@user getting scared ugly man?	OFF
@user is one of the only shows that are a progressive that i can stand to watch. he dislikes the right and left evenly and you know who he is right from the start. if you've never seen his show check it out on youtube. insightful  red_heart  united_states  #maga	NOT
@user he is not supreme court worthy	NOT
@user god i hope not! url	NOT
@user @user @user yes he is	NOT
@user @user @user @user @user bitch.. url	OFF
&amp; terroism &amp; starvation &amp; flint &amp; poverty &amp; climate change &amp; global warming &amp; sex trafficking &amp; bullying &amp; body shaming &amp; police brutality &amp; feminism &amp; gun control &amp; marches &amp; protests	OFF
+++ i can't prove causation either but while the conservatives in cda surely love the idea of 𝙿𝚎𝚝𝚊𝚕𝚜 𝙼𝚌𝙿𝙾𝚄𝚃𝚂𝙵𝚊𝚌𝚎(¬@user bashing pm @user can't help but think they're also egging the former to continue the bashing to boost their fortune(s) vainly. url	NOT
@user 2 republican men in a picture 85 and 84 what are men of that age are law makers too old no sorry young republicans are like young conservatives they are all born at 40 years of age	NOT
@user @user @user liberals can’t meme. they have no sense of humor or knowledge of meme-ing philosophy.	NOT
@user @user any she is stunning	NOT
@user yea your the bitch on the right getting smacked url	OFF
"@user why the focus on the proud boys? i know you're not a real journalist, kelly, but why not focus on the ones doing all of the violence? #antifa  if you want a story; focus on why journalists"" (leftist activists) are constantly ignoring antifa's attacks on people."""	NOT
@user hahaha big thighs is not going to make it	OFF
@user @user @user @user it’s called educating liberals.	NOT
"#maga #christineford #trump2020 #tcot #ccot #americafirst #patriots @user  #brettkavanaugh had this to say about bill clinton during whitewater:   it's imperative to make his pattern of revolting behavior clear -- piece by painful piece.""   indeed. url"	OFF
